2001V1210S_NODE_1_0	1
2001V1210S_NODE_1_60	1
2001V1210S_NODE_1_120	1
2001V1210S_NODE_1_180	1
2001V1210S_NODE_1_240	1
2001V1210S_NODE_1_300	1
2001V1210S_NODE_1_360	1
2001V1210S_NODE_1_420	2
2001V1210S_NODE_1_480	1
2001V1210S_NODE_1_540	1
2001V1210S_NODE_1_600	1
2001V1210S_NODE_1_660	1
2001V1210S_NODE_1_720	1
2001V1210S_NODE_1_780	1
2001V1210S_NODE_1_840	1
2001V1210S_NODE_1_900	1
2001V1210S_NODE_1_960	1
2001V1210S_NODE_1_1020	1
2001V1210S_NODE_1_1080	1
2001V1210S_NODE_1_1140	1
2001V1210S_NODE_1_1200	1
2001V1210S_NODE_1_1260	1
2001V1210S_NODE_1_1320	2
2001V1210S_NODE_1_1380	1
2001V1210S_NODE_1_1440	1
2001V1210S_NODE_1_1500	4
2001V1210S_NODE_1_1560	6
2001V1210S_NODE_1_1620	6
2001V1210S_NODE_1_1680	6
2001V1210S_NODE_1_1740	6
2001V1210S_NODE_1_1800	4
2001V1210S_NODE_1_1860	5
2001V1210S_NODE_1_1920	5
2001V1210S_NODE_1_1980	5
2001V1210S_NODE_1_2040	6
2001V1210S_NODE_1_2100	6
2001V1210S_NODE_1_2160	6
2001V1210S_NODE_1_2220	6
2001V1210S_NODE_1_2280	7
2001V1210S_NODE_1_2340	6
2001V1210S_NODE_1_2400	5
2001V1210S_NODE_1_2460	4
2001V1210S_NODE_1_2520	5
2001V1210S_NODE_1_2580	6
2001V1210S_NODE_1_2640	5
2001V1210S_NODE_1_2700	6
2001V1210S_NODE_1_2760	6
2001V1210S_NODE_1_2820	4
2001V1210S_NODE_1_2880	2
2001V1210S_NODE_1_2940	3
2001V1210S_NODE_1_3000	6
2001V1210S_NODE_1_3060	6
2001V1210S_NODE_1_3120	5
2001V1210S_NODE_1_3180	5
2001V1210S_NODE_1_3240	5
2001V1210S_NODE_1_3300	5
2001V1210S_NODE_1_3360	5
2001V1210S_NODE_1_3420	4
2001V1210S_NODE_1_3480	6
2001V1210S_NODE_1_3540	6
2001V1210S_NODE_1_3600	5
2001V1210S_NODE_1_3660	4
2001V1210S_NODE_1_3720	4
2001V1210S_NODE_1_3780	4
2001V1210S_NODE_1_3840	5
2001V1210S_NODE_1_3900	6
2001V1210S_NODE_1_3960	6
2001V1210S_NODE_1_4020	4
2001V1210S_NODE_1_4080	5
2001V1210S_NODE_1_4140	6
2001V1210S_NODE_1_4200	6
2001V1210S_NODE_1_4260	6
2001V1210S_NODE_1_4320	6
2001V1210S_NODE_1_4380	5
2001V1210S_NODE_1_4440	5
2001V1210S_NODE_1_4500	5
2001V1210S_NODE_1_4560	4
2001V1210S_NODE_1_4620	6
2001V1210S_NODE_1_4680	6
2001V1210S_NODE_1_4740	5
2001V1210S_NODE_1_4800	2
2001V1210S_NODE_1_4860	1
2001V1210S_NODE_1_4920	5
2001V1210S_NODE_1_4980	5
2001V1210S_NODE_1_5040	3
2001V1210S_NODE_1_5100	5
2001V1210S_NODE_1_5160	6
2001V1210S_NODE_1_5220	6
2001V1210S_NODE_1_5280	5
2001V1210S_NODE_1_5340	4
2001V1210S_NODE_1_5400	4
2001V1210S_NODE_1_5460	3
2001V1210S_NODE_1_5520	4
2001V1210S_NODE_1_5580	6
2001V1210S_NODE_1_5640	5
2001V1210S_NODE_1_5700	2
2001V1210S_NODE_1_5760	1
2001V1210S_NODE_1_5820	2
2001V1210S_NODE_1_5880	2
2001V1210S_NODE_1_5940	2
2001V1210S_NODE_1_6000	5
2001V1210S_NODE_1_6060	5
2001V1210S_NODE_1_6120	5
2001V1210S_NODE_1_6180	5
2001V1210S_NODE_1_6240	5
2001V1210S_NODE_1_6300	5
2001V1210S_NODE_1_6360	6
2001V1210S_NODE_1_6420	5
2001V1210S_NODE_1_6480	2
2001V1210S_NODE_1_6540	3
2001V1210S_NODE_1_6600	1
2001V1210S_NODE_1_6660	1
2001V1210S_NODE_1_6720	3
2001V1210S_NODE_1_6780	5
2001V1210S_NODE_1_6840	5
2001V1210S_NODE_1_6900	4
2001V1210S_NODE_1_6960	3
2001V1210S_NODE_1_7020	3
2001V1210S_NODE_1_7080	5
2001V1210S_NODE_1_7140	1
2001V1210S_NODE_1_7200	1
2001V1210S_NODE_1_7260	2
2001V1210S_NODE_1_7320	1
2001V1210S_NODE_1_7380	1
2001V1210S_NODE_1_7440	1
2001V1210S_NODE_1_7500	1
2001V1210S_NODE_1_7560	2
2001V1210S_NODE_1_7620	4
2001V1210S_NODE_1_7680	4
2001V1210S_NODE_1_7740	3
2001V1210S_NODE_1_7800	5
2001V1210S_NODE_1_7860	5
2001V1210S_NODE_1_7920	1
2001V1210S_NODE_1_7980	1
2001V1210S_NODE_1_8040	2
2001V1210S_NODE_1_8100	1
2001V1210S_NODE_1_8160	1
2001V1210S_NODE_1_8220	1
2001V1210S_NODE_1_8280	1
2001V1210S_NODE_1_8340	1
2001V1210S_NODE_1_8400	1
2001V1210S_NODE_1_8460	5
2001V1210S_NODE_1_8520	6
2001V1210S_NODE_1_8580	5
2001V1210S_NODE_1_8640	5
2001V1210S_NODE_1_8700	4
2001V1210S_NODE_1_8760	2
2001V1210S_NODE_1_8820	3
2001V1210S_NODE_1_8880	3
2001V1210S_NODE_1_8940	3
2001V1210S_NODE_1_9000	3
2001V1210S_NODE_1_9060	2
2001V1210S_NODE_1_9120	2
2001V1210S_NODE_1_9180	1
2001V1210S_NODE_1_9240	1
2001V1210S_NODE_1_9300	1
2001V1210S_NODE_1_9360	3
2001V1210S_NODE_1_9420	1
2001V1210S_NODE_1_9480	1
2001V1210S_NODE_1_9540	6
2001V1210S_NODE_1_9600	6
2001V1210S_NODE_1_9660	6
2001V1210S_NODE_1_9720	6
2001V1210S_NODE_1_9780	5
2001V1210S_NODE_1_9840	1
2001V1210S_NODE_1_9900	5
2001V1210S_NODE_1_9960	6
2001V1210S_NODE_1_10020	5
2001V1210S_NODE_1_10080	5
2001V1210S_NODE_1_10140	4
2001V1210S_NODE_1_10200	3
2001V1210S_NODE_1_10260	5
2001V1210S_NODE_1_10320	5
2001V1210S_NODE_1_10380	4
2001V1210S_NODE_1_10440	6
2001V1210S_NODE_1_10500	4
2001V1210S_NODE_1_10560	1
2001V1210S_NODE_1_10620	3
2001V1210S_NODE_1_10680	5
2001V1210S_NODE_1_10740	4
2001V1210S_NODE_1_10800	5
2001V1210S_NODE_1_10860	6
2001V1210S_NODE_1_10920	4
2001V1210S_NODE_1_10980	2
2001V1210S_NODE_1_11040	5
2001V1210S_NODE_1_11100	6
2001V1210S_NODE_1_11160	6
2001V1210S_NODE_1_11220	6
2001V1210S_NODE_1_11280	6
2001V1210S_NODE_1_11340	6
2001V1210S_NODE_1_11400	6
2001V1210S_NODE_1_11460	5
2001V1210S_NODE_1_11520	5
2001V1210S_NODE_1_11580	5
2001V1210S_NODE_1_11640	6
2001V1210S_NODE_1_11700	3
2001V1210S_NODE_1_11760	5
2001V1210S_NODE_1_11820	6
